ip_src,ip_dst,srcport,dstport,tp_proto,data_proto,data_type,data_len,entropy_shannon,entropy_renyi,entropy_tsallis,reason
10.42.0.140,132.245.231.13,50291,443,tcp,tls,unknown,112.0,0.670607207467537,0.6148395038756636,0.9669387755102041,info:
132.245.231.13,10.42.0.140,443,50291,tcp,tls,unknown,38.0,0.47399056740006323,0.3875480085236545,0.8834019204389575,info:
10.42.0.160,10.42.0.140,10796,27458,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
132.245.231.13,10.42.0.140,443,50291,tcp,data,unknown,1460.0,0.8909299496013283,0.8697239751759933,0.991955557270167,info:
132.245.231.13,10.42.0.140,443,50291,tcp,tls,unknown,145.0,0.7242024766945291,0.7026860470932837,0.9796875,info:
132.245.231.13,10.42.0.140,443,50291,tcp,tls,unknown,38.0,0.4404820237218406,0.35979018042646843,0.864,info:
10.42.0.140,10.42.0.160,27458,10796,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,10.42.0.160,27458,10796,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,10.42.0.1,59504,53,udp,dns,text,36.0,0.44541525102107177,0.36372973495735694,0.866938775510204,info:dns
10.42.0.140,10.42.0.1,49525,53,udp,dns,text,36.0,0.42985289999081355,0.34998578139421926,0.856401384083045,info:dns
10.42.0.160,10.42.0.140,10796,27458,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.1,10.42.0.140,53,59504,udp,dns,text,121.0,0.5596232565880965,0.4564699447518187,0.9204370575561711,info:dns
10.42.0.1,10.42.0.140,53,49525,udp,dns,text,164.0,0.3875143401366724,0.27982491488948025,0.7881080505088177,info:dns
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,1350.0,0.8936442254522795,0.8694636929441277,0.991943938253277,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,1200.0,0.4000447952834277,0.14597876813561253,0.5549097339982998,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,114.0,0.6808713167766581,0.6576952291173306,0.9739317387798979,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,1350.0,0.8811903210851331,0.8600329807910078,0.991511436453809,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,922.0,0.8787566083679064,0.8532721841299457,0.991187161228611,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,819.0,0.8744727114830564,0.8484106687181744,0.9909463537678483,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,32.0,0.4962269728033513,0.4908747711321367,0.9342560553633218,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,32.0,0.46875,0.4597589881390797,0.921875,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,57.0,0.5567075862110232,0.5416895086453218,0.9504,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,43.0,0.5314536459234779,0.5212406251802891,0.9444444444444444,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,43.0,0.577939580152252,0.5741905642780725,0.9585798816568047,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,31.0,0.4759193652572005,0.4759193652572006,0.9285714285714286,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,780.0,0.8583548621556509,0.8319447074839308,0.9900807803688462,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,43.0,0.5522869792568113,0.5453212599230886,0.9513888888888888,info:
10.42.0.160,10.42.0.140,10796,27458,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,10.42.0.160,27458,10796,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,278.0,0.7861763999029703,0.7675222072560326,0.9858217592592593,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,278.0,0.802867795708764,0.7811227162269484,0.9868517165814463,info:
10.42.0.140,17.248.214.67,60260,443,udp,quic,unknown,1200.0,0.8902834646023322,0.8675200128199232,0.99185664,info:
10.42.0.140,17.248.214.67,60260,443,udp,quic,unknown,1200.0,0.8829377801599996,0.8585330430333284,0.9914405390639228,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,31.0,0.5109328551562925,0.5109328551562925,0.9411764705882353,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,270.0,0.8023818314689058,0.7818610713440881,0.9869054396770354,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,43.0,0.5418703125901445,0.5328793007292243,0.9479166666666666,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,31.0,0.5371349159425831,0.5326341111875635,0.9478458049886621,info:
17.250.84.139,10.42.0.140,443,62587,udp,quic,unknown,262.0,0.7944649324297366,0.7706155705630844,0.9860628881607902,info:
10.42.0.140,17.250.84.139,62587,443,udp,quic,unknown,43.0,0.5371349159425831,0.5326341111875635,0.9478458049886621,info:
10.42.0.140,17.248.214.12,55907,443,udp,quic,unknown,1200.0,0.8786725906786185,0.8563418883202317,0.9913359043020648,info:
10.42.0.140,17.248.214.12,55907,443,udp,quic,unknown,1200.0,0.8832472110388628,0.8585334377038987,0.9914405577964396,info:
10.42.0.140,17.248.214.70,49471,443,udp,quic,unknown,1200.0,0.8846684038973287,0.8603704728231635,0.9915273075476215,info:
10.42.0.140,17.248.214.70,49471,443,udp,quic,unknown,1200.0,0.8846673638359798,0.8594123349697271,0.991482171958801,info:
10.42.0.140,17.248.214.69,53122,443,udp,quic,unknown,1200.0,0.8901064233154952,0.8698317960617103,0.9919603654918714,info:
10.42.0.140,17.248.214.69,53122,443,udp,quic,unknown,1200.0,0.8902964244586421,0.866231848203808,0.9917982629054611,info:
10.42.0.140,10.42.0.160,27458,10796,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.160,10.42.0.140,10796,27458,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,17.248.214.12,50292,443,tcp,data,unknown,1448.0,0.8681203901208325,0.8075982350606801,0.988647025708388,info:
10.42.0.140,17.248.214.12,50292,443,tcp,tls,unknown,93.0,0.6089389819465231,0.5241260768194193,0.945326278659612,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,1448.0,0.8848333229352666,0.8536892277063822,0.991207518081375,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8884134998109033,0.8680973033177232,0.9918826666666667,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,691.0,0.8563517059041785,0.830818118583541,0.9900186197002534,info:
10.42.0.140,17.248.214.12,50292,443,tcp,tls,unknown,80.0,0.6052206106650969,0.5750078835188509,0.9587671803415244,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,303.0,0.8071117946682433,0.7817313928861662,0.9868960201225202,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,365.0,0.825207216577593,0.7996226474272649,0.9881336601227887,info:
10.42.0.140,17.248.214.12,50292,443,tcp,tls,unknown,1183.0,0.8836847972486566,0.858736602667646,0.9914501953125,info:
10.42.0.140,17.248.214.12,50292,443,tcp,tls,unknown,31.0,0.5252301540378213,0.5175973319728495,0.9433106575963719,info:
10.42.0.140,17.57.146.140,49916,5223,tcp,tls,unknown,40.0,0.5683241955368673,0.5617486050842082,0.9556213017751479,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,31.0,0.4934628474025113,0.48505229803091593,0.9320987654320988,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.892141455288788,0.8723720402652999,0.9920728187529916,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8945456674164337,0.8694161406398593,0.9919418137027659,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8831218421129644,0.8620048388373432,0.9916037473801167,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8917650379342222,0.8709255946497724,0.9920089807630992,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8888488397506128,0.8658343219543143,0.9917801634353469,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8960053558885535,0.8686576096251424,0.9919078480647372,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8960404557664837,0.8715314789413076,0.9920357834272174,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8869987531676775,0.8687483646415963,0.991911919437256,info:
17.57.146.140,10.42.0.140,5223,49916,tcp,tls,unknown,24.0,0.47169465778439823,0.46578979374583723,0.9244444444444444,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8922409217753243,0.8723294357619569,0.9920709457388994,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8880345081705406,0.8633232787293509,0.9916649083955524,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8978123317823482,0.8711450226681494,0.9920186980609418,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,1448.0,0.8873867169202193,0.862824008512514,0.9916418003718227,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8817176957016806,0.8564000805989122,0.9913386996378452,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.895185466976435,0.8702821123174367,0.9919804160864789,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8887341546236391,0.867777968439278,0.99186828001401,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8949781422521524,0.8694667176504547,0.9919440733727077,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.8850999740628324,0.863650094536965,0.99168,info:
17.248.214.12,10.42.0.140,443,50292,tcp,data,unknown,1448.0,0.889696005923814,0.8659479665915739,0.9917853417775021,info:
17.248.214.12,10.42.0.140,443,50292,tcp,tls,unknown,657.0,0.866183431003253,0.8463018576773077,0.990839861427546,info:
10.42.0.140,10.42.0.255,7000,7000,udp,data,unknown,83.0,0.5350493317653993,0.41159771865348077,0.8979591836734694,info:
10.42.0.140,17.248.214.12,60477,443,udp,quic,unknown,1200.0,0.8824484183905967,0.860896583411961,0.9915519895611995,info:
10.42.0.140,17.248.214.12,60477,443,udp,quic,unknown,1200.0,0.8797050441698552,0.8544557901204801,0.9912448131788854,info:
10.42.0.140,17.248.214.70,55171,443,udp,quic,unknown,1200.0,0.8833938367033694,0.8577714924699434,0.9914043166051361,info:
10.42.0.140,17.248.214.70,55171,443,udp,quic,unknown,1200.0,0.8897485609963653,0.8684796866167483,0.9918998602892833,info:
10.42.0.140,17.248.214.12,50293,443,tcp,data,unknown,1448.0,0.8676890756026109,0.8023284873214951,0.9883103779019038,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,93.0,0.6342353486224388,0.546817840131348,0.9517906336088154,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,1448.0,0.8871637149293555,0.8558188443429382,0.9913107387272778,info:
17.248.214.12,10.42.0.140,443,50293,tcp,data,unknown,1448.0,0.8820968634131646,0.8592016332457912,0.9914722140959583,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,690.0,0.8542388586600096,0.8250195596534647,0.989692462481267,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,80.0,0.6545461229556188,0.6354387812031049,0.9705075445816187,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,303.0,0.8044960458169401,0.7768275533431853,0.9865347990243577,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,303.0,0.8178053995498217,0.8018290010832869,0.9882779558104233,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,62.0,0.5993316841930427,0.5799262855929416,0.9598765432098766,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,1149.0,0.8836205199251487,0.8596659101469826,0.991494140625,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,373.0,0.8158013451674911,0.7901593929954804,0.987494341330919,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,136.0,0.7181612321345011,0.7015184162559233,0.9795555555555555,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,360.0,0.8275098827169837,0.8063707775754351,0.9885694884563151,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.507685273340097,0.48985790465932433,0.9338842975206612,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.5027410118609204,0.492927058954204,0.9349999999999999,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,184.0,0.7460146046095453,0.7270151739875254,0.982251036241896,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.4402050795429148,0.430598105334112,0.9081632653061225,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,380.0,0.841862003507553,0.8170866614534881,0.9892289201183432,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,129.0,0.7090365775859347,0.6961252743863139,0.9789349112426036,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,368.0,0.8187866343351881,0.7925721001761575,0.9876605389070763,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.49151725496992194,0.48149985463905587,0.9307479224376731,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,135.0,0.719104017836139,0.7064204658054583,0.9801038062283737,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,419.0,0.8277972950387977,0.8050262886541972,0.988483950617284,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,134.0,0.7006038043759606,0.687850424486277,0.9779458097038437,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,413.0,0.8260608909653088,0.7983144203396075,0.9880472645311112,info:
10.42.0.160,10.42.0.140,10796,27458,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
10.42.0.140,10.42.0.160,27458,10796,udp,data,omit,4.0,-0.0,-0.0,0.0,info: small omit
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,613.0,0.8432811751282244,0.818254623601604,0.9892984542211652,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,615.0,0.8587183538412569,0.836832570055777,0.9903460207612457,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,613.0,0.8601128838075796,0.8374076921339938,0.9903767597457882,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,598.0,0.8582796497442632,0.8333624640353584,0.990158456678936,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,186.0,0.7403267760782362,0.7142973636373707,0.9809541420118343,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,417.0,0.8417682066434493,0.8148306578671869,0.9890933281980357,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.4934628474025113,0.48505229803091593,0.9320987654320988,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,129.0,0.6953125,0.6768796874098555,0.9765625,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,379.0,0.8345335467723731,0.8139238023564402,0.9890383439601712,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.5152410118609203,0.507361711131696,0.94,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,612.0,0.8591127557923764,0.8344538067422793,0.9902178347878873,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.4962269728033513,0.4908747711321367,0.9342560553633218,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,35.0,0.5073517362914002,0.5022402384996578,0.9382716049382716,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,596.0,0.8504670960641258,0.8227490588338678,0.9895618667867995,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,135.0,0.7227527113047736,0.7079026893302071,0.9802666666666666,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,422.0,0.8284189126679767,0.8107115873898219,0.9888413423148584,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,128.0,0.7264648688113248,0.7162048288348021,0.9811545328307876,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,363.0,0.8181875668089161,0.7966510749788821,0.9879365079365079,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,193.0,0.7558229235731608,0.7394429411526756,0.983432996765023,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,426.0,0.8362699176251291,0.8107338672893186,0.9888427208371807,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,1090.0,0.8757600036728208,0.8562944600659439,0.9913336253618147,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,430.0,0.828878783208213,0.8051134215481012,0.9884895134524398,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.5252301540378213,0.5175973319728495,0.9433106575963719,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,132.0,0.7092177310103147,0.69131854829664,0.9783658895190086,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,381.0,0.820979282329282,0.797383299910113,0.9879853902345251,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,596.0,0.8537293548295756,0.8262491834014769,0.9897625051752041,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,613.0,0.8518660335694346,0.829896688479481,0.9899674893894368,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,media-magic,596.0,0.863331047867976,0.8364789699085347,0.9903270729045128,info:magic (jpg)
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,142.0,0.7422644733363017,0.7259455446693263,0.9821454492669474,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.47169465778439823,0.46578979374583723,0.9244444444444444,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,418.0,0.8287410564230833,0.8088168017606007,0.9887234810677653,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.484375,0.478759374819711,0.9296875,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,613.0,0.8512200056574888,0.8181592106935405,0.9892927907331199,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.5178330444436061,0.5129422005135513,0.9418282548476454,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,128.0,0.7004879541948398,0.6817505235081236,0.9771870660583217,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,372.0,0.8173687405849439,0.7958669587761892,0.9878839409076416,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.4934628474025113,0.48505229803091593,0.9320987654320988,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,35.0,0.5347016796023895,0.5273029398916877,0.9462809917355371,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,597.0,0.8596488627857259,0.8368693908708583,0.9903479916897507,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,645.0,0.8541263593575537,0.827695647395669,0.9898442906574394,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,599.0,0.849486257139109,0.8234615366845911,0.9896030245746692,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.5277410118609204,0.5230530713921785,0.945,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,136.0,0.6978298996097572,0.6817505235081236,0.9771870660583217,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,427.0,0.8440719511525397,0.8216237628969763,0.9894965295550869,info:
10.42.0.140,17.248.214.12,50293,443,tcp,tls,unknown,31.0,0.4550279911177315,0.4457317097216814,0.9155555555555556,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,597.0,0.8584610567959596,0.8311770654610814,0.990038467121498,info:
17.248.214.12,10.42.0.140,443,50293,tcp,tls,unknown,31.0,0.46875,0.4597589881390797,0.921875,info:
